time	timestamp	mf
2013-01-01 15:00:00	1357052400	18106089
2013-01-01 16:00:00	1357056000	18106094
2013-01-04 00:00:00	1357257600	7040097
2013-01-04 01:00:00	1357261200	7040097
2013-01-04 02:00:00	1357264800	7040097
2013-01-04 03:00:00	1357268400	7040097
2013-01-04 04:00:00	1357272000	7040097
2013-01-04 05:00:00	1357275600	7040097
2013-01-04 06:00:00	1357279200	7040097
2013-01-04 07:00:00	1357282800	7040097
2013-01-04 08:00:00	1357286400	7040097
2013-01-05 01:00:00	1357347600	7040017
2013-01-05 02:00:00	1357351200	7040017
2013-01-05 05:00:00	1357362000	3594141
2013-01-05 06:00:00	1357365600	3594141
2013-01-05 07:00:00	1357369200	3594033
2013-01-05 08:00:00	1357372800	3594033
2013-01-06 01:00:00	1357434000	7040097
2013-01-06 02:00:00	1357437600	7040097
2013-01-06 03:00:00	1357441200	7040097
2013-01-06 04:00:00	1357444800	7040097
2013-01-06 06:00:00	1357452000	7040144
2013-01-06 07:00:00	1357455600	7040142
2013-01-06 08:00:00	1357459200	7040142
2013-01-06 20:00:00	1357502400	10140196
2013-01-06 21:00:00	1357506000	10140205
2013-01-06 22:00:00	1357509600	10140196
2013-01-07 03:00:00	1357527600	7040098
2013-01-07 04:00:00	1357531200	7040098
2013-01-07 05:00:00	1357534800	7040098
2013-01-07 07:00:00	1357542000	7040098
2013-01-08 02:00:00	1357610400	3594141
2013-01-08 03:00:00	1357614000	3594141
2013-01-08 04:00:00	1357617600	3594141
2013-01-08 05:00:00	1357621200	3594141
2013-01-08 06:00:00	1357624800	3594141
2013-01-08 07:00:00	1357628400	3594099
2013-01-09 01:00:00	1357693200	10140185
2013-01-09 02:00:00	1357696800	10140186
2013-01-09 03:00:00	1357700400	10140185
2013-01-09 04:00:00	1357704000	7040084
2013-01-09 06:00:00	1357711200	7040096
2013-01-09 07:00:00	1357714800	7040096
2013-01-09 14:00:00	1357740000	14097123
2013-01-10 01:00:00	1357779600	3594140
2013-01-10 02:00:00	1357783200	3594141
2013-01-10 07:00:00	1357801200	3594098
2013-01-10 08:00:00	1357804800	3594098
2013-01-11 08:00:00	1357891200	10140190
2013-01-11 09:00:00	1357894800	10140199
2013-01-12 02:00:00	1357956000	7040098
2013-01-12 03:00:00	1357959600	7040098
2013-01-12 04:00:00	1357963200	7040098
2013-01-12 05:00:00	1357966800	7040098
2013-01-12 06:00:00	1357970400	7040098
2013-01-12 07:00:00	1357974000	7040098
2013-01-12 09:00:00	1357981200	7040098
2013-01-12 10:00:00	1357984800	7040098
2013-01-13 05:00:00	1358053200	3594142
2013-01-13 07:00:00	1358060400	3594142
2013-01-13 08:00:00	1358064000	3594142
2013-01-13 14:00:00	1358085600	28126164
2013-01-14 02:00:00	1358128800	7040097
2013-01-14 03:00:00	1358132400	7040097
2013-01-14 04:00:00	1358136000	7040097
2013-01-14 05:00:00	1358139600	7040097
2013-01-14 06:00:00	1358143200	7040097
2013-01-14 07:00:00	1358146800	7040097
2013-01-14 08:00:00	1358150400	7040097
2013-01-14 09:00:00	1358154000	7040097
2013-01-14 10:00:00	1358157600	7040098
2013-01-15 01:00:00	1358211600	3594142
2013-01-15 04:00:00	1358222400	3594142
2013-01-15 05:00:00	1358226000	3594143
2013-01-15 06:00:00	1358229600	3594143
2013-01-16 01:00:00	1358298000	3594071
2013-01-16 02:00:00	1358301600	3594071
2013-01-16 05:00:00	1358312400	7040098
2013-01-16 06:00:00	1358316000	7040098
2013-01-16 07:00:00	1358319600	7040098
2013-01-17 01:00:00	1358384400	7040056
2013-01-17 02:00:00	1358388000	3594072
2013-01-17 05:00:00	1358398800	7040097
2013-01-17 07:00:00	1358406000	7040112
2013-01-17 08:00:00	1358409600	7040135
2013-01-18 01:00:00	1358470800	7040098
2013-01-18 02:00:00	1358474400	7040098
2013-01-18 05:00:00	1358485200	7040098
2013-01-18 06:00:00	1358488800	7040098
2013-01-18 07:00:00	1358492400	7040136
2013-01-18 08:00:00	1358496000	7040098
2013-01-19 01:00:00	1358557200	7040186
2013-01-19 02:00:00	1358560800	7040186
2013-01-19 03:00:00	1358564400	7040186
2013-01-19 04:00:00	1358568000	7040186
2013-01-19 05:00:00	1358571600	7040186
2013-01-19 06:00:00	1358575200	7040186
2013-01-19 07:00:00	1358578800	7040186
2013-01-19 08:00:00	1358582400	7040186
