time	timestamp	mf
2017-07-01 00:00:00	1498867200	14097021
2017-07-01 01:00:00	1498870800	14097021
2017-07-02 00:00:00	1498953600	10140172
2017-07-02 01:00:00	1498957200	10140222
2017-07-02 02:00:00	1498960800	10140221
2017-07-02 03:00:00	1498964400	10140177
2017-07-02 04:00:00	1498968000	10140188
2017-07-04 08:00:00	1499155200	14096991
2017-07-04 09:00:00	1499158800	14097117
2017-07-05 00:00:00	1499212800	7040026
2017-07-05 01:00:00	1499216400	7040089
2017-07-05 02:00:00	1499220000	7040089
2017-07-05 03:00:00	1499223600	7040027
2017-07-05 04:00:00	1499227200	7040089
2017-07-05 05:00:00	1499230800	7040027
2017-07-06 01:00:00	1499302800	3594013
2017-07-06 02:00:00	1499306400	3594013
2017-07-06 03:00:00	1499310000	3594014
2017-07-06 23:00:00	1499382000	10140136
2017-07-07 00:00:00	1499385600	10140137
2017-07-07 01:00:00	1499389200	10140137
2017-07-07 02:00:00	1499392800	10140137
2017-07-07 03:00:00	1499396400	10140138
2017-07-07 04:00:00	1499400000	10140137
2017-07-07 10:00:00	1499421600	10140174
2017-07-07 23:00:00	1499468400	7040000
2017-07-08 00:00:00	1499472000	7040025
2017-07-08 01:00:00	1499475600	7040081
2017-07-08 02:00:00	1499479200	7040082
2017-07-08 03:00:00	1499482800	7040026
2017-07-08 04:00:00	1499486400	7040082
2017-07-08 05:00:00	1499490000	7040082
2017-07-08 23:00:00	1499554800	14097081
2017-07-09 00:00:00	1499558400	14097138
2017-07-09 01:00:00	1499562000	14097160
2017-07-09 17:00:00	1499619600	14097080
2017-07-09 18:00:00	1499623200	14097081
2017-07-09 19:00:00	1499626800	14097080
2017-07-09 23:00:00	1499641200	10140137
2017-07-10 01:00:00	1499648400	10140137
2017-07-10 02:00:00	1499652000	10140099
2017-07-10 07:00:00	1499670000	10140099
2017-07-12 22:00:00	1499896800	14097128
2017-07-12 23:00:00	1499900400	14097108
2017-07-13 00:00:00	1499904000	7040026
2017-07-13 01:00:00	1499907600	7040026
2017-07-13 02:00:00	1499911200	7040026
2017-07-13 03:00:00	1499914800	7040027
2017-07-13 04:00:00	1499918400	7040027
2017-07-13 05:00:00	1499922000	7040027
2017-07-13 06:00:00	1499925600	7040005
2017-07-13 15:00:00	1499958000	14097019
2017-07-13 17:00:00	1499965200	14097132
2017-07-13 23:00:00	1499986800	10140101
2017-07-14 00:00:00	1499990400	10140138
2017-07-14 01:00:00	1499994000	10140138
2017-07-14 02:00:00	1499997600	10140138
2017-07-14 03:00:00	1500001200	10140106
2017-07-14 18:00:00	1500055200	14097135
2017-07-14 20:00:00	1500062400	14097135
2017-07-14 21:00:00	1500066000	14097135
2017-07-14 22:00:00	1500069600	14097136
2017-07-14 23:00:00	1500073200	14097136
2017-07-15 00:00:00	1500076800	14097136
2017-07-15 01:00:00	1500080400	14097020
2017-07-15 02:00:00	1500084000	14097136
2017-07-15 11:00:00	1500116400	14097137
2017-07-15 12:00:00	1500120000	14097091
2017-07-15 22:00:00	1500156000	14097122
2017-07-16 01:00:00	1500166800	7040128
2017-07-16 02:00:00	1500170400	7040128
2017-07-16 03:00:00	1500174000	7040129
2017-07-16 04:00:00	1500177600	7040129
2017-07-18 23:00:00	1500418800	18106025
2017-07-19 02:00:00	1500429600	7040087
2017-07-19 03:00:00	1500433200	7040121
2017-07-20 00:00:00	1500508800	10140105
2017-07-20 01:00:00	1500512400	10140137
2017-07-20 02:00:00	1500516000	10140137
2017-07-20 04:00:00	1500523200	10140137
2017-07-21 00:00:00	1500595200	10140137
2017-07-21 01:00:00	1500598800	10140137
2017-07-21 05:00:00	1500613200	10140139
2017-07-24 00:00:00	1500854400	7040026
2017-07-24 01:00:00	1500858000	7040122
2017-07-24 02:00:00	1500861600	7040121
2017-07-24 03:00:00	1500865200	7040121
2017-07-24 04:00:00	1500868800	7040027
2017-07-24 05:00:00	1500872400	7040013
2017-07-25 22:00:00	1501020000	14097145
2017-07-25 23:00:00	1501023600	14097123
2017-07-27 01:00:00	1501117200	7040025
2017-07-27 02:00:00	1501120800	7040088
2017-07-27 03:00:00	1501124400	7040026
2017-07-27 04:00:00	1501128000	7040090
2017-07-27 05:00:00	1501131600	7040026
2017-07-27 22:00:00	1501192800	10140176
2017-07-27 23:00:00	1501196400	10140175
2017-07-28 00:00:00	1501200000	10140176
2017-07-28 01:00:00	1501203600	10140176
2017-07-28 02:00:00	1501207200	10140176
2017-07-28 03:00:00	1501210800	10140175
2017-07-28 05:00:00	1501218000	10140175
2017-07-28 07:00:00	1501225200	10140175
2017-07-29 00:00:00	1501286400	10140175
2017-07-31 01:00:00	1501462800	3594120
2017-07-31 02:00:00	1501466400	3594120
2017-07-31 03:00:00	1501470000	3594013
2017-07-31 04:00:00	1501473600	3593998
2017-07-31 23:00:00	1501542000	7040025
2017-08-01 00:00:00	1501545600	7040080
2017-08-01 01:00:00	1501549200	7040026
2017-08-01 02:00:00	1501552800	7040026
2017-08-01 03:00:00	1501556400	7040080
2017-08-01 04:00:00	1501560000	7040169
2017-08-01 05:00:00	1501563600	7040171
2017-08-01 06:00:00	1501567200	7040001
2017-08-01 22:00:00	1501624800	14097067
2017-08-01 23:00:00	1501628400	14097086
2017-08-02 22:00:00	1501711200	14097149
2017-08-02 23:00:00	1501714800	14097149
2017-08-03 01:00:00	1501722000	14097148
2017-08-04 02:00:00	1501812000	3594013
2017-08-04 03:00:00	1501815600	3593996
2017-08-04 23:00:00	1501887600	7040119
2017-08-05 03:00:00	1501902000	7039996
2017-08-05 22:00:00	1501970400	10140276
2017-08-05 23:00:00	1501974000	10140276
2017-08-06 06:00:00	1501999200	10140175
2017-08-06 23:00:00	1502060400	7040134
2017-08-07 00:00:00	1502064000	7040135
2017-08-07 01:00:00	1502067600	7040135
2017-08-07 02:00:00	1502071200	7040135
2017-08-07 03:00:00	1502074800	7040135
2017-08-07 22:00:00	1502143200	10140175
2017-08-07 23:00:00	1502146800	10140176
2017-08-08 00:00:00	1502150400	10140175
2017-08-08 05:00:00	1502168400	10140176
2017-08-09 22:00:00	1502316000	7040077
2017-08-09 23:00:00	1502319600	7040093
2017-08-10 00:00:00	1502323200	7040107
2017-08-10 01:00:00	1502326800	7040113
2017-08-10 02:00:00	1502330400	7040026
2017-08-10 03:00:00	1502334000	7040026
2017-08-10 04:00:00	1502337600	7040027
2017-08-10 05:00:00	1502341200	7040013
2017-08-10 22:00:00	1502402400	14097138
2017-08-12 00:00:00	1502496000	7040120
2017-08-12 01:00:00	1502499600	7040121
2017-08-12 23:00:00	1502578800	10140175
2017-08-13 00:00:00	1502582400	10140175
2017-08-13 06:00:00	1502604000	10140176
2017-08-13 07:00:00	1502607600	10140176
2017-08-13 08:00:00	1502611200	10140176
2017-08-13 22:00:00	1502661600	14097147
2017-08-13 23:00:00	1502665200	14097137
2017-08-14 00:00:00	1502668800	14097137
2017-08-14 12:00:00	1502712000	14097149
2017-08-15 22:00:00	1502834400	10140174
2017-08-15 23:00:00	1502838000	10140174
2017-08-16 00:00:00	1502841600	10140175
2017-08-16 01:00:00	1502845200	10140174
2017-08-16 15:00:00	1502895600	18105987
2017-08-16 19:00:00	1502910000	18106149
2017-08-18 02:00:00	1503021600	7040026
2017-08-18 03:00:00	1503025200	7040026
2017-08-19 00:00:00	1503100800	7040026
2017-08-19 04:00:00	1503115200	7040026
2017-08-19 05:00:00	1503118800	7040026
2017-08-20 00:00:00	1503187200	14097053
2017-08-20 01:00:00	1503190800	10140174
2017-08-22 00:00:00	1503360000	7040067
2017-08-25 23:00:00	1503702000	10140112
2017-08-26 00:00:00	1503705600	10140123
2017-08-26 01:00:00	1503709200	10140112
2017-08-27 00:00:00	1503792000	7040149
2017-08-27 01:00:00	1503795600	7040020
2017-08-27 02:00:00	1503799200	7039999
2017-08-27 15:00:00	1503846000	18106152
2017-08-27 16:00:00	1503849600	18106152
2017-08-27 17:00:00	1503853200	18106152
2017-08-27 18:00:00	1503856800	18106097
2017-08-27 19:00:00	1503860400	14097128
2017-08-27 20:00:00	1503864000	14097128
2017-08-27 21:00:00	1503867600	14097056
2017-08-27 23:00:00	1503874800	10140134
2017-08-28 22:00:00	1503957600	14097120
2017-08-28 23:00:00	1503961200	7040164
2017-08-29 00:00:00	1503964800	7040165
2017-08-29 01:00:00	1503968400	7040082
2017-08-29 02:00:00	1503972000	7040081
2017-08-29 03:00:00	1503975600	7040081
2017-08-29 17:00:00	1504026000	18106164
2017-08-29 19:00:00	1504033200	18106164
2017-08-30 04:00:00	1504065600	3594165
2017-08-30 23:00:00	1504134000	10140235
2017-08-31 00:00:00	1504137600	10140235
2017-08-31 01:00:00	1504141200	10140235
2017-08-31 03:00:00	1504148400	10140235
2017-08-31 05:00:00	1504155600	10140235
2017-08-31 07:00:00	1504162800	10140235
2017-08-31 10:00:00	1504173600	10140235

